symbol,timestamp,price,future_timestamp,price_at_future_timestamp,30_day_hourly_future_return
1INCH,2024-01-15 13:00:00,0.4661514121257832,2024-02-14 13:00:00,0.444680189771599,-4.606061849361199
1INCH,2024-01-15 14:00:00,0.464458641665175,2024-02-14 14:00:00,0.4473784397679126,-3.6774430196898766
1INCH,2024-01-15 15:00:00,0.4632331942780199,2024-02-14 15:00:00,0.4447886805856484,-3.981690846036736
1INCH,2024-01-15 16:00:00,0.4618626661686107,2024-02-14 16:00:00,0.4438687690745143,-3.8959410257956337
1INCH,2024-01-15 17:00:00,0.4615629266742243,2024-02-14 17:00:00,0.4449054156065705,-3.6089360962499653
1INCH,2024-01-15 18:00:00,0.4636038093103002,2024-02-14 18:00:00,0.4414408363077826,-4.780584748751162
1INCH,2024-01-15 19:00:00,0.4638171854216135,2024-02-14 19:00:00,0.4416580395603734,-4.777560331469226
1INCH,2024-01-15 20:00:00,0.4684208997284554,2024-02-14 20:00:00,0.4430342710581974,-5.419619125657003
1INCH,2024-01-15 21:00:00,0.4700329629738963,2024-02-14 21:00:00,0.4435576802602082,-5.6326438354831785
1INCH,2024-01-15 22:00:00,0.4678192594570839,2024-02-14 22:00:00,0.4446328654408736,-4.956271796744475
1INCH,2024-01-15 23:00:00,0.4657177033359649,2024-02-14 23:00:00,0.4438907933324321,-4.686725423402482
1INCH,2024-01-16 00:00:00,0.4658195748971523,2024-02-15 00:00:00,0.4560803469889046,-2.0907725722771584
1INCH,2024-01-16 01:00:00,0.4658758507280954,2024-02-15 01:00:00,0.4516088322275193,-3.0624078235175425
1INCH,2024-01-16 02:00:00,0.4656026964661597,2024-02-15 02:00:00,0.4472004061084804,-3.9523590600633063
1INCH,2024-01-16 03:00:00,0.4661705497250663,2024-02-15 03:00:00,0.4480756815435762,-3.8815983103527048
1INCH,2024-01-16 04:00:00,0.4653780684808272,2024-02-15 04:00:00,0.4508225394114265,-3.127678344816614
1INCH,2024-01-16 05:00:00,0.4651698752064001,2024-02-15 05:00:00,0.4508154254744791,-3.0858511045135413
1INCH,2024-01-16 06:00:00,0.4608706291853819,2024-02-15 06:00:00,0.4483766104501896,-2.710960070785214
1INCH,2024-01-16 07:00:00,0.4604462730843576,2024-02-15 07:00:00,0.4476576937880307,-2.7774313842657383
1INCH,2024-01-16 08:00:00,0.4590523182964394,2024-02-15 08:00:00,0.4475433217443687,-2.5071208865213848
1INCH,2024-01-16 09:00:00,0.4606817205422194,2024-02-15 09:00:00,0.4473944679074966,-2.884258706658426
1INCH,2024-01-16 10:00:00,0.4604124488050767,2024-02-15 10:00:00,0.4475809883894802,-2.786949060325893
1INCH,2024-01-16 11:00:00,0.4582150246799743,2024-02-15 11:00:00,0.4474156299559849,-2.3568399424553865
1INCH,2024-01-16 12:00:00,0.4603832434333971,2024-02-15 12:00:00,0.4482301024479024,-2.6397878634461787
1INCH,2024-01-16 13:00:00,0.4590966017620156,2024-02-15 13:00:00,0.449696572902041,-2.0475056499867845
1INCH,2024-01-16 14:00:00,0.4585113019410554,2024-02-15 14:00:00,0.450887410063161,-1.6627489541957818
1INCH,2024-01-16 15:00:00,0.4542950757676145,2024-02-15 15:00:00,0.457660282753918,0.7407535687278496
1INCH,2024-01-16 16:00:00,0.4633005255523393,2024-02-15 16:00:00,0.4567644090602982,-1.410772518388331
1INCH,2024-01-16 17:00:00,0.4651845220340984,2024-02-15 17:00:00,0.4553570401885112,-2.112598631316203
1INCH,2024-01-16 18:00:00,0.4682020704262498,2024-02-15 18:00:00,0.4545909303267132,-2.9071080542520935
1INCH,2024-01-16 19:00:00,0.4681377784465188,2024-02-15 19:00:00,0.4526367797074127,-3.311204404512084
1INCH,2024-01-16 20:00:00,0.4690065668114293,2024-02-15 20:00:00,0.4557188496732402,-2.8331622792675346
1INCH,2024-01-16 21:00:00,0.4693167141563546,2024-02-15 21:00:00,0.4539271129068381,-3.279150472443943
1INCH,2024-01-16 22:00:00,0.4703766014644581,2024-02-15 22:00:00,0.4483054482557299,-4.692230255504306
1INCH,2024-01-16 23:00:00,0.4733257467003992,2024-02-15 23:00:00,0.4493787371344619,-5.059308464175939
1INCH,2024-01-17 00:00:00,0.4727494546016106,2024-02-16 00:00:00,0.4509360434964822,-4.614158915003029
1INCH,2024-01-17 01:00:00,0.4724656202910838,2024-02-16 01:00:00,0.4517614277512189,-4.382158542479584
1INCH,2024-01-17 02:00:00,0.4715249715174384,2024-02-16 02:00:00,0.4552716993939529,-3.4469589322448835
1INCH,2024-01-17 03:00:00,0.4680320095860553,2024-02-16 03:00:00,0.4567570397772505,-2.4090168146355557
1INCH,2024-01-17 04:00:00,0.4609445826833864,2024-02-16 04:00:00,0.457141737797695,-0.8250112982244286
1INCH,2024-01-17 05:00:00,0.4612103594153748,2024-02-16 05:00:00,0.4555437754525029,-1.2286332791949417
1INCH,2024-01-17 06:00:00,0.458572400883686,2024-02-16 06:00:00,0.4561200293197003,-0.5347839423523721
1INCH,2024-01-17 07:00:00,0.4568853829854054,2024-02-16 07:00:00,0.4562314526567618,-0.14312787254664056
1INCH,2024-01-17 08:00:00,0.4553238579631459,2024-02-16 08:00:00,0.45614971414715,0.1813777533420945
1INCH,2024-01-17 09:00:00,0.4561859521436653,2024-02-16 09:00:00,0.4549752190658735,-0.2654034110656919
1INCH,2024-01-17 10:00:00,0.4558356720208737,2024-02-16 10:00:00,0.4541291263860798,-0.37437737753788536
1INCH,2024-01-17 11:00:00,0.4575242192128199,2024-02-16 11:00:00,0.4547836340449116,-0.5990032992403103
